"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AP000320.7",0.76228842450128,2.99870139262852,4.86244306567458,0.616706736125556,0.53742817733201,0.998877542172598
"RPS5P2",2.0202324499378,2.16246011076751,3.53000926948507,0.612593323609872,0.54014527386448,0.998877542172598
"LINC00310",8.5090633090914,-0.129480665121618,1.74252434805491,-0.074306373547176,0.940766605696965,0.998877542172598
"AP000318.2",0.930681282102344,1.69921271270046,4.83369566456621,0.35153489806085,0.725187096095449,0.998877542172598
"KCNE2",2.27593512307546,-0.278709611380735,2.9343619756691,-0.0949813328047854,0.924329654142705,0.998877542172598
"SMIM11",187.955376654106,-0.983079647084779,1.0107034066255,-0.972668777645707,0.330717947682809,0.998877542172598
"C21orf140",10.7541766729263,0.173133341158362,1.64241454863395,0.105413911063052,0.916047378132591,0.998877542172598
"CMP21-97G8.1",1.26746699730447,0.496911187268054,4.64320234193853,0.107019068021187,0.914773852535646,0.998877542172598
"AP000322.53",0.822918344269421,-0.589185675449949,4.83434916983881,-0.121874869760306,0.9029981182659,0.998877542172598
"CMP21-97G8.2",0.158869885733115,1.25587251058091,4.96728806855882,0.252828604511612,0.800400662441173,0.998877542172598
"KCNE1",22.7486306495857,1.08338776878548,1.59069399326893,0.681078682241753,0.495821705177359,0.998877542172598
"SNORA11",0.38114421225064,1.89696668944535,4.9382845809601,0.384134745243164,0.700878580360504,0.998877542172598
"RCAN1",1261.8490749972,-0.643530204430798,0.905789103274569,-0.710463619074612,0.477416683778498,0.998877542172598
"CLIC6",5.43511873515322,-2.11533179687135,2.25867794536402,-0.936535375135312,0.348997607775001,0.998877542172598
